"","hgnc_symbol","entrezgene","ensembl_gene_id","chromosome_name","start_position","end_position","band"
"6615","GNL1",2794,"ENSG00000229470","CHR_HSCHR6_MHC_DBB_CTG1",30531607,30547405,""
"6616","GNL1",2794,"ENSG00000204590","6",30541377,30557174,"p21.33"
"6617","GNL1",2794,"ENSG00000206492","CHR_HSCHR6_MHC_QBL_CTG1",30530868,30546666,""
"6618","GNL1",2794,"ENSG00000235986","CHR_HSCHR6_MHC_COX_CTG1",30531215,30547013,""
"6619","GNL1",2794,"ENSG00000228581","CHR_HSCHR6_MHC_MCF_CTG1",30619830,30635627,""
"6620","GNL1",2794,"ENSG00000232143","CHR_HSCHR6_MHC_MANN_CTG1",30586013,30601810,""
"6621","GPANK1",7918,"ENSG00000236011","CHR_HSCHR6_MHC_COX_CTG1",31648638,31653693,""
"6622","GPANK1",7918,"ENSG00000228605","CHR_HSCHR6_MHC_SSTO_CTG1",31651971,31657032,""
"6623","GPANK1",7918,"ENSG00000232312","CHR_HSCHR6_MHC_MCF_CTG1",31737508,31742562,""
"6624","GPANK1",7918,"ENSG00000206408","CHR_HSCHR6_MHC_QBL_CTG1",31651454,31656514,""
"6625","GPANK1",7918,"ENSG00000233210","CHR_HSCHR6_MHC_DBB_CTG1",31643407,31648462,""
"6626","GPANK1",7918,"ENSG00000223932","CHR_HSCHR6_MHC_MANN_CTG1",31700683,31705737,""
"6627","GPANK1",7918,"ENSG00000204438","6",31661229,31666283,"p21.33"
"6628","GPLD1",2822,"ENSG00000112293","6",24424565,24495205,"p22.3"
"6629","GPSM3",63940,"ENSG00000233490","CHR_HSCHR6_MHC_COX_CTG1",32139234,32143991,""
"6630","GPSM3",63940,"ENSG00000234243","CHR_HSCHR6_MHC_MCF_CTG1",32267189,32271946,""
"6631","GPSM3",63940,"ENSG00000206314","CHR_HSCHR6_MHC_QBL_CTG1",32148372,32153129,""
"6632","GPSM3",63940,"ENSG00000237052","CHR_HSCHR6_MHC_APD_CTG1",32257772,32262529,""
"6633","GPSM3",63940,"ENSG00000236697","CHR_HSCHR6_MHC_MANN_CTG1",32230151,32234908,""
"6634","GPSM3",63940,"ENSG00000213654","6",32190766,32195523,"p21.32"
"6635","GPSM3",63940,"ENSG00000234508","CHR_HSCHR6_MHC_SSTO_CTG1",32198436,32203193,""
"6636","GPX5",2880,"ENSG00000224586","6",28525925,28534952,"p22.1"
"6637","GPX5",2880,"ENSG00000257770","CHR_HSCHR6_MHC_COX_CTG1",28526012,28534951,""
"6638","GPX6",257202,"ENSG00000198704","6",28503296,28528215,"p22.1"
"6639","GPX6",257202,"ENSG00000281185","CHR_HSCHR6_MHC_COX_CTG1",28510773,28515743,""
"6640","GRM4",2914,"ENSG00000124493","6",34018645,34155622,"p21.31"
"6641","GTF2H4",2968,"ENSG00000234370","CHR_HSCHR6_MHC_MCF_CTG1",30986738,30992660,""
"6642","GTF2H4",2968,"ENSG00000233149","CHR_HSCHR6_MHC_MANN_CTG1",30952827,30958749,""
"6643","GTF2H4",2968,"ENSG00000213780","6",30908184,30914106,"p21.33"
"6644","GTF2H4",2968,"ENSG00000236895","CHR_HSCHR6_MHC_COX_CTG1",30898049,30903971,""
"6645","GTF2H4",2968,"ENSG00000226384","CHR_HSCHR6_MHC_DBB_CTG1",30898895,30904817,""
"6646","GTF2H4",2968,"ENSG00000221974","CHR_HSCHR6_MHC_QBL_CTG1",30897757,30903679,""
"6647","GUSBP2",387036,"ENSG00000241549","6",26871484,26956554,"p22.2"
"6648","HCG11",493812,"ENSG00000228223","6",26521709,26527404,"p22.2"
"6649","HCG18",NA,"ENSG00000235727","CHR_HSCHR6_MHC_APD_CTG1",30354705,30391047,""
"6650","HCG18",NA,"ENSG00000224619","CHR_HSCHR6_MHC_SSTO_CTG1",30280729,30317069,""
"6651","HCG18",NA,"ENSG00000224705","CHR_HSCHR6_MHC_DBB_CTG1",30281062,30317397,""
"6652","HCG18",NA,"ENSG00000231074","6",30287397,30327150,"p22.1"
"6653","HCG18",NA,"ENSG00000234893","CHR_HSCHR6_MHC_QBL_CTG1",30280294,30316632,""
"6654","HCG18",NA,"ENSG00000230660","CHR_HSCHR6_MHC_MANN_CTG1",30335445,30371782,""
"6655","HCG18",NA,"ENSG00000228894","CHR_HSCHR6_MHC_COX_CTG1",30280607,30316946,""
"6656","HCG22",285834,"ENSG00000225629","CHR_HSCHR6_MHC_MCF_CTG1",31132604,31138399,""
"6657","HCG22",285834,"ENSG00000228147","CHR_HSCHR6_MHC_APD_CTG1",31121049,31126854,""
"6658","HCG22",285834,"ENSG00000237894","CHR_HSCHR6_MHC_MANN_CTG1",31098991,31104790,""
"6659","HCG22",285834,"ENSG00000227974","CHR_HSCHR6_MHC_QBL_CTG1",31046946,31052246,""
"6660","HCG22",285834,"ENSG00000237093","CHR_HSCHR6_MHC_SSTO_CTG1",31048998,31054791,""
"6661","HCG22",285834,"ENSG00000228789","6",31053450,31059890,"p21.33"
"6662","HCG22",285834,"ENSG00000238234","CHR_HSCHR6_MHC_COX_CTG1",31046568,31052373,""
"6663","HCG22",285834,"ENSG00000229501","CHR_HSCHR6_MHC_DBB_CTG1",31047850,31053655,""
"6664","HCG23",414764,"ENSG00000226228","CHR_HSCHR6_MHC_DBB_CTG1",32366008,32369184,""
"6665","HCG23",414764,"ENSG00000224507","CHR_HSCHR6_MHC_SSTO_CTG1",32397896,32401073,""
"6666","HCG23",414764,"ENSG00000225834","CHR_HSCHR6_MHC_COX_CTG1",32338729,32341897,""
"6667","HCG23",414764,"ENSG00000229903","CHR_HSCHR6_MHC_MANN_CTG1",32429909,32433086,""
"6668","HCG23",414764,"ENSG00000230602","CHR_HSCHR6_MHC_MCF_CTG1",32466666,32469843,""
"6669","HCG23",414764,"ENSG00000228738","CHR_HSCHR6_MHC_QBL_CTG1",32347957,32351132,""
"6670","HCG23",414764,"ENSG00000235135","CHR_HSCHR6_MHC_APD_CTG1",32457148,32460324,""
"6671","HCG23",414764,"ENSG00000228962","6",32390510,32393686,"p21.32"
"6672","HCG25",414765,"ENSG00000231037","CHR_HSCHR6_MHC_MANN_CTG1",33403402,33408857,""
"6673","HCG25",414765,"ENSG00000224096","CHR_HSCHR6_MHC_COX_CTG1",33171150,33176605,""
"6674","HCG25",414765,"ENSG00000232940","6",33249534,33254989,"p21.32"
"6675","HCG25",414765,"ENSG00000233772","CHR_HSCHR6_MHC_DBB_CTG1",33227453,33232908,""
"6676","HCG25",414765,"ENSG00000231573","CHR_HSCHR6_MHC_SSTO_CTG1",33389703,33395155,""
"6677","HCG25",414765,"ENSG00000238064","CHR_HSCHR6_MHC_MCF_CTG1",33419923,33425374,""
"6678","HCG25",414765,"ENSG00000231343","CHR_HSCHR6_MHC_QBL_CTG1",33178341,33183793,""
"6679","HCG27",253018,"ENSG00000232758","CHR_HSCHR6_MHC_COX_CTG1",31190323,31196527,""
"6680","HCG27",253018,"ENSG00000220890","CHR_HSCHR6_MHC_QBL_CTG1",31190191,31196403,""
"6681","HCG27",253018,"ENSG00000206344","6",31197760,31203968,"p21.33"
"6682","HCG27",253018,"ENSG00000238148","CHR_HSCHR6_MHC_MANN_CTG1",31242712,31243133,""
"6683","HCG27",253018,"ENSG00000231281","CHR_HSCHR6_MHC_SSTO_CTG1",31192649,31198853,""
"6684","HCG27",253018,"ENSG00000223577","CHR_HSCHR6_MHC_MCF_CTG1",31276325,31282581,""
"6685","HCG27",253018,"ENSG00000234079","CHR_HSCHR6_MHC_DBB_CTG1",31191499,31197704,""
"6686","HCG4",NA,"ENSG00000176998","6",29791753,29792750,"p22.1"
"6687","HCG4",NA,"ENSG00000237905","CHR_HSCHR6_MHC_QBL_CTG1",29789145,29790119,""
"6688","HCG4",NA,"ENSG00000224564","CHR_HSCHR6_MHC_MCF_CTG1",29788811,29789808,""
"6689","HCG4",NA,"ENSG00000226379","CHR_HSCHR6_MHC_MANN_CTG1",29788736,29789733,""
"6690","HCG4",NA,"ENSG00000225346","CHR_HSCHR6_MHC_COX_CTG1",29785655,29786629,""
"6691","HCG4",NA,"ENSG00000236225","CHR_HSCHR6_MHC_APD_CTG1",29791993,29792967,""
"6692","HCG4",NA,"ENSG00000235317","CHR_HSCHR6_MHC_DBB_CTG1",29789145,29790142,""
"6693","HCG4",NA,"ENSG00000228706","CHR_HSCHR6_MHC_SSTO_CTG1",29789369,29790366,""
"6694","HCG4B",NA,"ENSG00000236033","CHR_HSCHR6_MHC_SSTO_CTG1",29917138,29918128,""
"6695","HCG4B",NA,"ENSG00000231941","CHR_HSCHR6_MHC_DBB_CTG1",29917544,29918534,""
"6696","HCG4B",NA,"ENSG00000227262","6",29925983,29926973,"p22.1"
"6697","HCG4B",NA,"ENSG00000220391","CHR_HSCHR6_MHC_QBL_CTG1",29917179,29918169,""
"6698","HCG4B",NA,"ENSG00000226563","CHR_HSCHR6_MHC_MANN_CTG1",29916754,29917744,""
"6699","HCG4B",NA,"ENSG00000227956","CHR_HSCHR6_MHC_COX_CTG1",29917455,29918445,""
"6700","HCG4B",NA,"ENSG00000231287","CHR_HSCHR6_MHC_APD_CTG1",29920067,29921057,""
"6701","HCG9",10255,"ENSG00000234313","CHR_HSCHR6_MHC_DBB_CTG1",29965045,29968344,""
"6702","HCG9",10255,"ENSG00000237812","CHR_HSCHR6_MHC_SSTO_CTG1",29964383,29967676,""
"6703","HCG9",10255,"ENSG00000204625","6",29975112,29978410,"p22.1"
"6704","HCG9",10255,"ENSG00000206504","CHR_HSCHR6_MHC_QBL_CTG1",29964492,29967793,""
"6705","HCG9",10255,"ENSG00000234599","CHR_HSCHR6_MHC_MCF_CTG1",30053572,30056871,""
"6706","HCG9",10255,"ENSG00000227647","CHR_HSCHR6_MHC_MANN_CTG1",29970259,29973553,""
"6707","HCG9",10255,"ENSG00000236579","CHR_HSCHR6_MHC_COX_CTG1",29964608,29967904,""
"6708","HCP5",10866,"ENSG00000237105","CHR_HSCHR6_MHC_COX_CTG1",31450619,31453253,""
"6709","HCP5",10866,"ENSG00000206337","6",31400702,31477506,"p21.33"
"6710","HCP5",10866,"ENSG00000230389","CHR_HSCHR6_MHC_SSTO_CTG1",31453889,31456523,""
"6711","HCP5",10866,"ENSG00000227429","CHR_HSCHR6_MHC_MCF_CTG1",31540726,31542189,""
"6712","HDGFL1",154150,"ENSG00000112273","6",22569493,22571666,"p22.3"
"6713","HFE",3077,"ENSG00000010704","6",26087281,26098343,"p22.2"
"6714","HIST1H1A",3024,"ENSG00000124610","6",26017085,26017732,"p22.2"
"6715","HIST1H1B",3009,"ENSG00000184357","6",27866849,27867529,"p22.1"
"6716","HIST1H1C",3006,"ENSG00000187837","6",26055787,26056428,"p22.2"
"6717","HIST1H1D",3007,"ENSG00000124575","6",26234268,26234933,"p22.2"
"6718","HIST1H1E",3008,"ENSG00000168298","6",26156354,26157107,"p22.2"
"6719","HIST1H1T",3010,"ENSG00000187475","6",26107419,26108136,"p22.2"
"6720","HIST1H2AA",221613,"ENSG00000164508","6",25726132,25726527,"p22.2"
"6721","HIST1H2AB",8335,"ENSG00000278463","6",26033176,26033568,"p22.2"
"6722","HIST1H2AC",8334,"ENSG00000180573","6",26124145,26139116,"p22.2"
"6723","HIST1H2AD",3013,"ENSG00000196866","6",26198851,26199243,"p22.2"
"6724","HIST1H2AE",3012,"ENSG00000277075","6",26216975,26217483,"p22.2"
"6725","HIST1H2AG",8969,"ENSG00000196787","6",27133042,27135291,"p22.1"
"6726","HIST1H2AH",85235,"ENSG00000274997","6",27147129,27147515,"p22.1"
"6727","HIST1H2AI",8329,"ENSG00000196747","6",27808199,27808701,"p22.1"
"6728","HIST1H2AJ",8331,"ENSG00000276368","6",27814354,27814740,"p22.1"
"6729","HIST1H2AK",8330,"ENSG00000275221","6",27837947,27838339,"p22.1"
"6730","HIST1H2AL",8332,"ENSG00000276903","6",27865355,27865747,"p22.1"
"6731","HIST1H2AM",8336,"ENSG00000278677","6",27892757,27893149,"p22.1"
"6732","HIST1H2BA",255626,"ENSG00000146047","6",25726777,25727292,"p22.2"
"6733","HIST1H2BB",3018,"ENSG00000276410","6",26043277,26043657,"p22.2"
"6734","HIST1H2BC",8347,"ENSG00000180596","6",26114873,26123926,"p22.2"
"6735","HIST1H2BD",3017,"ENSG00000158373","6",26158146,26171349,"p22.2"
"6736","HIST1H2BE",8344,"ENSG00000274290","6",26172059,26184655,"p22.2"
"6737","HIST1H2BF",8343,"ENSG00000277224","6",26199520,26200715,"p22.2"
"6738","HIST1H2BG",8339,"ENSG00000273802","6",26215159,26216692,"p22.2"
"6739","HIST1H2BH",8345,"ENSG00000275713","6",26251651,26253710,"p22.2"
"6740","HIST1H2BI",8346,"ENSG00000278588","6",26272976,26273356,"p22.2"
"6741","HIST1H2BJ",8970,"ENSG00000124635","6",27125897,27132750,"p22.1"
"6742","HIST1H2BK",85236,"ENSG00000197903","6",27146418,27146798,"p22.1"
"6743","HIST1H2BL",8340,"ENSG00000185130","6",27807444,27807931,"p22.1"
"6744","HIST1H2BM",8342,"ENSG00000273703","6",27815044,27815424,"p22.1"
"6745","HIST1H2BN",8341,"ENSG00000233822","6",27837760,27865798,"p22.1"
"6746","HIST1H2BO",8348,"ENSG00000274641","6",27893463,27893843,"p22.1"
"6747","HIST1H3A",8350,"ENSG00000275714","6",26020490,26020900,"p22.2"
"6748","HIST1H3B",8358,"ENSG00000274267","6",26031650,26032060,"p22.2"
"6749","HIST1H3C",8352,"ENSG00000278272","6",26045411,26045821,"p22.2"
"6750","HIST1H3D",NA,"ENSG00000282988","6",26195595,26199293,"p22.2"
"6751","HIST1H3D",NA,"ENSG00000197409","6",26196840,26197250,"p22.2"
"6752","HIST1H3E",8353,"ENSG00000274750","6",26224199,26227473,"p22.2"
"6753","HIST1H3F",8968,"ENSG00000277775","6",26250195,26250605,"p22.2"
"6754","HIST1H3G",8355,"ENSG00000273983","6",26269405,26271815,"p22.2"
"6755","HIST1H3H",8357,"ENSG00000278828","6",27810064,27811300,"p22.1"
"6756","HIST1H3I",8354,"ENSG00000275379","6",27871905,27872315,"p22.1"
"6757","HIST1H3J",8356,"ENSG00000197153","6",27890382,27893106,"p22.1"
"6758","HIST1H4A",8359,"ENSG00000278637","6",26021679,26021990,"p22.2"
"6759","HIST1H4B",8366,"ENSG00000278705","6",26026815,26027252,"p22.2"
"6760","HIST1H4C",8364,"ENSG00000197061","6",26103876,26104310,"p22.2"
"6761","HIST1H4D",8360,"ENSG00000277157","6",26188765,26189076,"p22.2"
"6762","HIST1H4E",8367,"ENSG00000276966","6",26204552,26206038,"p22.2"
"6763","HIST1H4F",8361,"ENSG00000274618","6",26240426,26240737,"p22.2"
"6764","HIST1H4G",8369,"ENSG00000275663","6",26246681,26246977,"p22.2"
"6765","HIST1H4H",8365,"ENSG00000158406","6",26277609,26285638,"p22.2"
"6766","HIST1H4I",8294,"ENSG00000276180","6",27138588,27139881,"p22.1"
"6767","HIST1H4J",8363,"ENSG00000197238","6",27824108,27824480,"p22.1"
"6768","HIST1H4K",8362,"ENSG00000273542","6",27831216,27831527,"p22.1"
"6769","HIST1H4L",8368,"ENSG00000275126","6",27873199,27873510,"p22.1"
"6770","HIVEP1",3096,"ENSG00000095951","6",12008762,12164999,"p24.1"
"6771","HLA-A",3105,"ENSG00000235657","CHR_HSCHR6_MHC_DBB_CTG1",29879362,29999797,""
"6772","HLA-A",3105,"ENSG00000223980","CHR_HSCHR6_MHC_SSTO_CTG1",29930538,29999232,""
"6773","HLA-A",3105,"ENSG00000206503","6",29941260,29945884,"p22.1"
"6774","HLA-A",3105,"ENSG00000206505","CHR_HSCHR6_MHC_QBL_CTG1",29930625,29999286,""
"6775","HLA-A",3105,"ENSG00000227715","CHR_HSCHR6_MHC_MCF_CTG1",30021043,30024386,""
"6776","HLA-A",3105,"ENSG00000231834","CHR_HSCHR6_MHC_MANN_CTG1",29930208,29934849,""
"6777","HLA-A",3105,"ENSG00000224320","CHR_HSCHR6_MHC_COX_CTG1",29879141,29999464,""
"6778","HLA-A",3105,"ENSG00000229215","CHR_HSCHR6_MHC_APD_CTG1",29881755,30002076,""
"6779","HLA-B",3106,"ENSG00000223532","CHR_HSCHR6_MHC_COX_CTG1",31260536,31347723,""
"6780","HLA-B",3106,"ENSG00000206450","CHR_HSCHR6_MHC_QBL_CTG1",31259328,31347305,""
"6781","HLA-B",3106,"ENSG00000234745","6",31269491,31357188,"p21.33"
"6782","HLA-B",3106,"ENSG00000224608","CHR_HSCHR6_MHC_MANN_CTG1",31312948,31400264,""
"6783","HLA-B",3106,"ENSG00000228964","CHR_HSCHR6_MHC_SSTO_CTG1",31262912,31350932,""
"6784","HLA-B",3106,"ENSG00000232126","CHR_HSCHR6_MHC_MCF_CTG1",31346626,31433637,""
"6785","HLA-C",3107,"ENSG00000233841","CHR_HSCHR6_MHC_COX_CTG1",31259794,31263175,""
"6786","HLA-C",3107,"ENSG00000206452","CHR_HSCHR6_MHC_QBL_CTG1",31258588,31261959,""
"6787","HLA-C",3107,"ENSG00000204525","6",31268749,31272130,"p21.33"
"6788","HLA-C",3107,"ENSG00000237022","CHR_HSCHR6_MHC_MANN_CTG1",31312208,31315579,""
"6789","HLA-C",3107,"ENSG00000206435","CHR_HSCHR6_MHC_SSTO_CTG1",31262172,31265564,""
"6790","HLA-C",3107,"ENSG00000225691","CHR_HSCHR6_MHC_MCF_CTG1",31345885,31349256,""
"6791","HLA-C",3107,"ENSG00000228299","CHR_HSCHR6_MHC_DBB_CTG1",31260956,31264327,""
"6792","HLA-DMA",3108,"ENSG00000242361","CHR_HSCHR6_MHC_APD_CTG1",32987867,32992379,""
"6793","HLA-DMA",3108,"ENSG00000243719","CHR_HSCHR6_MHC_COX_CTG1",32870929,32893044,""
"6794","HLA-DMA",3108,"ENSG00000204257","6",32948613,32969094,"p21.32"
"6795","HLA-DMA",3108,"ENSG00000243215","CHR_HSCHR6_MHC_SSTO_CTG1",33039313,33061428,""
"6796","HLA-DMA",3108,"ENSG00000241394","CHR_HSCHR6_MHC_DBB_CTG1",32926550,32931062,""
"6797","HLA-DMA",3108,"ENSG00000243189","CHR_HSCHR6_MHC_MANN_CTG1",33102388,33124507,""
"6798","HLA-DMA",3108,"ENSG00000239463","CHR_HSCHR6_MHC_MCF_CTG1",32982065,33004180,""
"6799","HLA-DMA",3108,"ENSG00000242685","CHR_HSCHR6_MHC_QBL_CTG1",32877327,32899448,""
"6800","HLA-DMB",3109,"ENSG00000242092","CHR_HSCHR6_MHC_APD_CTG1",32973881,32992379,""
"6801","HLA-DMB",3109,"ENSG00000234154","CHR_HSCHR6_MHC_COX_CTG1",32856943,32875441,""
"6802","HLA-DMB",3109,"ENSG00000242574","6",32934629,32941070,"p21.32"
"6803","HLA-DMB",3109,"ENSG00000241296","CHR_HSCHR6_MHC_SSTO_CTG1",33025327,33043825,""
"6804","HLA-DMB",3109,"ENSG00000226264","CHR_HSCHR6_MHC_DBB_CTG1",32912565,32931062,""
"6805","HLA-DMB",3109,"ENSG00000239329","CHR_HSCHR6_MHC_MANN_CTG1",33088404,33106898,""
"6806","HLA-DMB",3109,"ENSG00000242386","CHR_HSCHR6_MHC_MCF_CTG1",32968079,32986577,""
"6807","HLA-DMB",3109,"ENSG00000241674","CHR_HSCHR6_MHC_QBL_CTG1",32863344,32881839,""
"6808","HLA-DOA",3111,"ENSG00000232962","CHR_HSCHR6_MHC_COX_CTG1",32926465,32931899,""
"6809","HLA-DOA",3111,"ENSG00000204252","6",33004178,33009612,"p21.32"
"6810","HLA-DOA",3111,"ENSG00000235744","CHR_HSCHR6_MHC_DBB_CTG1",32982126,32987559,""
"6811","HLA-DOA",3111,"ENSG00000232957","CHR_HSCHR6_MHC_SSTO_CTG1",33144838,33150271,""
"6812","HLA-DOA",3111,"ENSG00000231558","CHR_HSCHR6_MHC_MANN_CTG1",33157934,33163367,""
"6813","HLA-DOA",3111,"ENSG00000230141","CHR_HSCHR6_MHC_MCF_CTG1",33037640,33043074,""
"6814","HLA-DOA",3111,"ENSG00000206292","CHR_HSCHR6_MHC_QBL_CTG1",32932859,32938293,""
"6815","HLA-DOB",3112,"ENSG00000241106","6",32812763,32817048,"p21.32"
"6816","HLA-DOB",3112,"ENSG00000239457","CHR_HSCHR6_MHC_SSTO_CTG1",32903640,32907925,""
"6817","HLA-DOB",3112,"ENSG00000243496","CHR_HSCHR6_MHC_DBB_CTG1",32790888,32795173,""
"6818","HLA-DOB",3112,"ENSG00000241386","CHR_HSCHR6_MHC_COX_CTG1",32735083,32739368,""
"6819","HLA-DOB",3112,"ENSG00000241910","CHR_HSCHR6_MHC_MCF_CTG1",32846263,32850548,""
"6820","HLA-DOB",3112,"ENSG00000243612","CHR_HSCHR6_MHC_APD_CTG1",32852194,32856479,""
"6821","HLA-DPA1",3113,"ENSG00000235844","CHR_HSCHR6_MHC_APD_CTG1",33103656,33119850,""
"6822","HLA-DPA1",3113,"ENSG00000224103","CHR_HSCHR6_MHC_COX_CTG1",32986539,33002744,""
"6823","HLA-DPA1",3113,"ENSG00000231389","6",33064569,33080775,"p21.32"
"6824","HLA-DPA1",3113,"ENSG00000229685","CHR_HSCHR6_MHC_DBB_CTG1",33042507,33058713,""
"6825","HLA-DPA1",3113,"ENSG00000236177","CHR_HSCHR6_MHC_SSTO_CTG1",33205017,33221223,""
"6826","HLA-DPA1",3113,"ENSG00000228163","CHR_HSCHR6_MHC_MANN_CTG1",33218673,33234885,""
"6827","HLA-DPA1",3113,"ENSG00000168384","CHR_HSCHR6_MHC_MCF_CTG1",33098041,33114235,""
"6828","HLA-DPA1",3113,"ENSG00000206291","CHR_HSCHR6_MHC_QBL_CTG1",32993608,33009820,""
"6829","HLA-DPB1",3115,"ENSG00000236693","CHR_HSCHR6_MHC_APD_CTG1",33114995,33126260,""
"6830","HLA-DPB1",3115,"ENSG00000230708","CHR_HSCHR6_MHC_COX_CTG1",32997896,33009106,""
"6831","HLA-DPB1",3115,"ENSG00000223865","6",33075926,33087201,"p21.32"
"6832","HLA-DPB1",3115,"ENSG00000237710","CHR_HSCHR6_MHC_DBB_CTG1",33053864,33065131,""
"6833","HLA-DPB1",3115,"ENSG00000226826","CHR_HSCHR6_MHC_SSTO_CTG1",33216374,33227649,""
"6834","HLA-DPB1",3115,"ENSG00000229295","CHR_HSCHR6_MHC_MANN_CTG1",33230030,33241311,""
"6835","HLA-DPB1",3115,"ENSG00000230763","CHR_HSCHR6_MHC_MCF_CTG1",33109380,33120645,""
"6836","HLA-DPB1",3115,"ENSG00000215048","CHR_HSCHR6_MHC_QBL_CTG1",33004965,33016242,""
"6837","HLA-DPB2",3116,"ENSG00000226071","CHR_HSCHR6_MHC_APD_CTG1",33151483,33168112,""
"6838","HLA-DPB2",3116,"ENSG00000225132","CHR_HSCHR6_MHC_COX_CTG1",33034341,33050662,""
"6839","HLA-DPB2",3116,"ENSG00000224557","6",33112451,33129084,"p21.32"
"6840","HLA-DPB2",3116,"ENSG00000225429","CHR_HSCHR6_MHC_DBB_CTG1",33105723,33106989,""
"6841","HLA-DPB2",3116,"ENSG00000168379","CHR_HSCHR6_MHC_SSTO_CTG1",33252873,33269193,""
"6842","HLA-DPB2",3116,"ENSG00000233584","CHR_HSCHR6_MHC_MANN_CTG1",33266563,33282911,""
"6843","HLA-DPB2",3116,"ENSG00000223372","CHR_HSCHR6_MHC_MCF_CTG1",33145868,33150636,""
"6844","HLA-DPB2",3116,"ENSG00000234834","CHR_HSCHR6_MHC_QBL_CTG1",33041494,33057842,""
"6845","HLA-DQA1",3117,"ENSG00000236418","CHR_HSCHR6_MHC_DBB_CTG1",32606510,32628863,""
"6846","HLA-DQA1",3117,"ENSG00000232062","CHR_HSCHR6_MHC_SSTO_CTG1",32730753,32736617,""
"6847","HLA-DQA1",3117,"ENSG00000228284","CHR_HSCHR6_MHC_MCF_CTG1",32663658,32684403,""
"6848","HLA-DQA1",3117,"ENSG00000225890","CHR_HSCHR6_MHC_MANN_CTG1",32780908,32803273,""
"6849","HLA-DQA1",3117,"ENSG00000206305","CHR_HSCHR6_MHC_QBL_CTG1",32570792,32577071,""
"6850","HLA-DQA1",3117,"ENSG00000196735","6",32628179,32647062,"p21.32"
"6851","HLA-DQA2",3117,"ENSG00000223793","CHR_HSCHR6_MHC_DBB_CTG1",32720520,32726372,""
"6852","HLA-DQA2",3118,"ENSG00000223793","CHR_HSCHR6_MHC_DBB_CTG1",32720520,32726372,""
"6853","HLA-DQA2",3117,"ENSG00000231526","CHR_HSCHR6_MHC_SSTO_CTG1",32832954,32838824,""
"6854","HLA-DQA2",3118,"ENSG00000231526","CHR_HSCHR6_MHC_SSTO_CTG1",32832954,32838824,""
"6855","HLA-DQA2",3117,"ENSG00000257473","CHR_HSCHR6_MHC_COX_CTG1",32565603,32671108,""
"6856","HLA-DQA2",3118,"ENSG00000257473","CHR_HSCHR6_MHC_COX_CTG1",32565603,32671108,""
"6857","HLA-DQA2",3117,"ENSG00000231823","CHR_HSCHR6_MHC_MANN_CTG1",32895064,32900625,""
"6858","HLA-DQA2",3118,"ENSG00000231823","CHR_HSCHR6_MHC_MANN_CTG1",32895064,32900625,""
"6859","HLA-DQA2",3117,"ENSG00000206301","CHR_HSCHR6_MHC_MCF_CTG1",32775123,32780991,""
"6860","HLA-DQA2",3118,"ENSG00000206301","CHR_HSCHR6_MHC_MCF_CTG1",32775123,32780991,""
"6861","HLA-DQA2",3117,"ENSG00000225103","CHR_HSCHR6_MHC_QBL_CTG1",32670013,32675872,""
"6862","HLA-DQA2",3118,"ENSG00000225103","CHR_HSCHR6_MHC_QBL_CTG1",32670013,32675872,""
"6863","HLA-DQA2",3117,"ENSG00000233192","CHR_HSCHR6_MHC_APD_CTG1",32781927,32787758,""
"6864","HLA-DQA2",3118,"ENSG00000233192","CHR_HSCHR6_MHC_APD_CTG1",32781927,32787758,""
"6865","HLA-DQA2",3117,"ENSG00000237541","6",32741342,32747215,"p21.32"
"6866","HLA-DQA2",3118,"ENSG00000237541","6",32741342,32747215,"p21.32"
"6867","HLA-DQB1",3119,"ENSG00000233209","CHR_HSCHR6_MHC_DBB_CTG1",32634703,32644644,""
"6868","HLA-DQB1",3119,"ENSG00000231939","CHR_HSCHR6_MHC_SSTO_CTG1",32748163,32755410,""
"6869","HLA-DQB1",3119,"ENSG00000206237","CHR_HSCHR6_MHC_COX_CTG1",32582490,32590101,""
"6870","HLA-DQB1",3119,"ENSG00000225824","CHR_HSCHR6_MHC_MANN_CTG1",32811324,32820618,""
"6871","HLA-DQB1",3119,"ENSG00000231286","CHR_HSCHR6_MHC_MCF_CTG1",32690241,32699289,""
"6872","HLA-DQB1",3119,"ENSG00000206302","CHR_HSCHR6_MHC_QBL_CTG1",32587742,32595353,""
"6873","HLA-DQB1",3119,"ENSG00000179344","6",32659467,32668383,"p21.32"
"6874","HLA-DQB2",3120,"ENSG00000228813","CHR_HSCHR6_MHC_DBB_CTG1",32735261,32742700,""
"6875","HLA-DQB2",3120,"ENSG00000226165","CHR_HSCHR6_MHC_SSTO_CTG1",32847708,32855144,""
"6876","HLA-DQB2",3120,"ENSG00000224305","CHR_HSCHR6_MHC_COX_CTG1",32679790,32687227,""
"6877","HLA-DQB2",3120,"ENSG00000229493","CHR_HSCHR6_MHC_MANN_CTG1",32909857,32917296,""
"6878","HLA-DQB2",3120,"ENSG00000228254","CHR_HSCHR6_MHC_MCF_CTG1",32789880,32797319,""
"6879","HLA-DQB2",3120,"ENSG00000196610","CHR_HSCHR6_MHC_QBL_CTG1",32684806,32692245,""
"6880","HLA-DQB2",3120,"ENSG00000230675","CHR_HSCHR6_MHC_APD_CTG1",32796644,32804081,""
"6881","HLA-DQB2",3120,"ENSG00000232629","6",32756098,32763534,"p21.32"
